date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:37.801	0.003	0.026	0.427	0.194	0.003	0.005	0.212	
0:0:37.863	0.003	0.026	0.426	0.194	0.003	0.005	0.212	
0:0:37.922	0.003	0.025	0.425	0.194	0.003	0.005	0.213	
0:0:37.985	0.003	0.025	0.416	0.194	0.003	0.005	0.213	
0:0:38.049	0.003	0.025	0.415	0.194	0.003	0.005	0.212	
0:0:38.112	0.003	0.025	0.415	0.194	0.003	0.005	0.213	
0:0:38.175	0.003	0.026	0.412	0.194	0.003	0.006	0.214	
0:0:38.239	0.003	0.027	0.409	0.194	0.003	0.006	0.215	
0:0:38.301	0.003	0.028	0.417	0.194	0.003	0.006	0.215	
0:0:38.364	0.003	0.032	0.419	0.194	0.003	0.006	0.223	
0:0:38.425	0.003	0.039	0.422	0.194	0.003	0.006	0.234	
0:0:38.492	0.003	0.042	0.426	0.194	0.002	0.006	0.236	
0:0:38.553	0.003	0.059	0.426	0.194	0.002	0.007	0.261	
0:0:38.614	0.003	0.078	0.427	0.194	0.002	0.007	0.283	
0:0:38.675	0.003	0.075	0.427	0.194	0.002	0.007	0.281	
0:0:38.737	0.003	0.077	0.427	0.194	0.002	0.007	0.284	
0:0:38.800	0.003	0.085	0.428	0.194	0.002	0.007	0.293	
0:0:38.861	0.003	0.091	0.428	0.194	0.002	0.007	0.300	
0:0:38.925	0.003	0.109	0.428	0.194	0.002	0.007	0.319	
0:0:38.985	0.003	0.123	0.428	0.194	0.002	0.008	0.334	
0:0:39.053	0.003	0.174	0.428	0.194	0.002	0.008	0.377	
0:0:39.116	0.003	0.190	0.428	0.194	0.002	0.008	0.392	
0:0:39.177	0.003	0.269	0.427	0.194	0.002	0.009	0.439	
0:0:39.243	0.003	0.281	0.427	0.194	0.002	0.009	0.444	
0:0:39.306	0.003	0.206	0.427	0.194	0.002	0.008	0.407	
0:0:39.366	0.003	0.210	0.427	0.194	0.002	0.008	0.408	
0:0:39.427	0.003	0.148	0.427	0.194	0.002	0.008	0.364	
0:0:39.488	0.003	0.119	0.426	0.194	0.002	0.007	0.336	
0:0:39.550	0.003	0.103	0.426	0.194	0.002	0.007	0.321	
0:0:39.614	0.003	0.084	0.426	0.194	0.002	0.007	0.300	
0:0:39.699	0.003	0.072	0.424	0.194	0.002	0.007	0.284	
0:0:39.771	0.003	0.071	0.425	0.194	0.002	0.007	0.281	
0:0:39.832	0.003	0.089	0.426	0.194	0.002	0.007	0.300	
0:0:39.894	0.003	0.083	0.427	0.194	0.002	0.007	0.293	
0:0:39.957	0.003	0.068	0.427	0.194	0.002	0.007	0.276	
0:0:40.031	0.003	0.055	0.427	0.194	0.002	0.006	0.256	
