date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:1:45.415	0.003	0.025	0.598	0.195	0.003	0.006	0.192	
0:1:46.034	99.554	0.001	0.006	0.001	0.001	0.001	0.574	
0:1:46.402	99.654	0.001	0.011	0.001	0.001	0.001	1.770	
0:1:46.737	99.464	0.001	0.015	0.001	0.001	0.001	3.229	
0:1:47.041	76.923	0.001	0.114	0.003	0.002	0.001	2.650	
0:1:47.329	3.985	0.001	0.550	0.013	0.010	0.001	1.787	
0:1:47.749	0.109	0.002	1.091	0.058	0.068	0.002	1.060	
0:1:48.031	0.002	0.018	3.122	0.351	1.809	0.011	0.235	
0:1:48.282	0.042	0.002	1.476	0.091	0.101	0.003	1.150	
0:1:48.525	0.137	0.001	1.095	0.061	0.030	0.002	2.299	
0:1:48.793	1.118	0.001	0.693	0.025	0.010	0.002	2.729	
0:1:48.966	4.197	0.001	0.376	0.014	0.006	0.001	2.841	
0:1:49.186	9.934	0.001	0.483	0.009	0.005	0.001	2.927	
0:1:49.435	63.355	0.001	0.201	0.003	0.002	0.001	3.367	
0:1:49.640	57.243	0.001	0.210	0.004	0.002	0.001	5.673	
0:1:49.855	30.474	0.001	0.145	0.005	0.004	0.001	7.924	
0:1:50.068	0.352	0.001	1.270	0.043	0.018	0.001	8.348	
0:1:50.292	0.026	0.002	2.537	0.152	0.046	0.001	10.094	
0:1:50.509	0.026	0.002	3.229	0.165	0.041	0.001	9.549	
0:1:50.848	0.355	0.001	0.774	0.054	0.015	0.001	6.290	
0:1:51.051	1.065	0.001	0.485	0.034	0.010	0.001	5.170	
0:1:51.278	1.598	0.001	0.431	0.027	0.008	0.001	6.278	
0:1:51.459	6.940	0.001	0.234	0.012	0.005	0.001	5.342	
0:1:51.617	5.788	0.001	0.266	0.012	0.005	0.001	4.941	
0:1:51.814	1.996	0.001	0.399	0.021	0.008	0.001	4.961	
0:1:51.968	3.501	0.001	0.345	0.016	0.006	0.001	5.526	
0:1:52.120	0.192	0.001	1.398	0.059	0.019	0.001	6.037	
0:1:52.267	1.066	0.001	0.560	0.026	0.010	0.001	6.185	
0:1:52.441	0.352	0.001	0.805	0.043	0.016	0.001	5.219	
0:1:52.592	0.041	0.002	1.947	0.111	0.039	0.002	4.341	
0:1:52.747	0.050	0.001	2.020	0.101	0.035	0.002	4.185	
0:1:52.908	0.020	0.002	3.679	0.154	0.051	0.002	3.943	
0:1:53.062	0.023	0.002	3.284	0.143	0.047	0.003	3.555	
0:1:53.212	0.041	0.002	3.018	0.110	0.036	0.002	3.346	
0:1:53.360	0.074	0.001	2.115	0.083	0.028	0.002	3.145	
0:1:53.509	0.060	0.001	1.809	0.091	0.030	0.002	3.155	
0:1:53.678	0.064	0.001	2.099	0.089	0.030	0.002	3.328	
0:1:53.833	0.029	0.002	2.876	0.129	0.042	0.002	3.612	
0:1:53.999	0.018	0.002	3.606	0.162	0.052	0.003	3.608	
0:1:54.141	0.016	0.002	3.251	0.170	0.054	0.002	4.374	
0:1:54.293	0.014	0.002	2.961	0.180	0.055	0.002	4.208	
0:1:54.443	0.017	0.002	5.039	0.166	0.051	0.002	4.787	
0:1:54.639	0.016	0.002	7.549	0.173	0.055	0.002	4.842	
0:1:54.813	0.025	0.002	4.583	0.138	0.049	0.002	4.791	
0:1:54.972	0.017	0.002	6.803	0.164	0.062	0.002	5.037	
0:1:55.149	0.067	0.001	5.472	0.088	0.032	0.001	5.673	
